,Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
10,10,aa673bdf-de0d-4771-a6fd-3b5e5b37e9ca,Md Rubel Mia,https://play-lh.googleusercontent.com/a-/ALV-UjWvY1x05N91LoG6fv4s6uSAsAZnnacj08deuxNnzmxTxh-WXW8,Nagad is a very bad bank. I recharged two mobiles on the same day but they deducted my money but the recharge was not successful.And later I contacted them many times and talked to their consultant team but they have not given me any solution till now.I have all the information and proof that Nagad is a fake company.They are swindling in the name of customer service.,1,66,1.1.100.09,2025-12-29 22:27:34,,,1.1.100.09
11,11,5dffd70a-b165-43c4-9cc5-9df87b93e9e4,Habib Minhaj,https://play-lh.googleusercontent.com/a-/ALV-UjWgYTkCAVkCFsUlDEjRc6xLyKZ1JLoRNHyfeTXV4HKsPrecJURw,"Nagad app needs many more updates.When we see bkash app we understand that nagad should bring more updates. In particular, loans should be introduced, bank transactions should be improved,The name of the bank should be added, I hope the authorities will note these in the next update. Thank you!!",3,18,1.1.98.01,2026-01-11 18:35:44,,,1.1.98.01
12,12,bbe9a61a-5078-4434-974c-a0240fffe66e,HRIDOY,https://play-lh.googleusercontent.com/a-/ALV-UjXlAUC5eRZmBKCVVk2o4S7hFtRMxqjWEZeQ14eMOeqBfZYTHEJx,"You should really add ""All Capital letter name system""... because customer can add only first letter as capital and by default all letters shows small letters....some small start up company has two letters Capital..like: ""AH Production""...but Nagad shows Ah Production which completely changes the core naming....Every single banking app, Sim carrer apps has ""all capital letter naming system"" except nagad.",4,32,1.1.100.09,2026-01-09 03:40:00,,,1.1.100.09
13,13,0b1940fd-535e-4f36-9ffb-b6a9d51f69ee,RAFIQUL ISLAM,https://play-lh.googleusercontent.com/a-/ALV-UjUzbGiCNiEkApxIFMo9U5yYeTaNYTXnZ0h1gYeA7uf3O5tGvhFFjg,"This app i used in oman first time for payment bidddut bill, mobile recharge etc. Recently note open in oman. When I try to open it is show me internet connection not available but my mobile internet connection running.",1,8,1.1.100.09,2026-01-20 05:31:59,,,1.1.100.09
14,14,e18b6e19-87ae-4790-b6e6-938acca39184,Tarek Jubair,https://play-lh.googleusercontent.com/a-/ALV-UjVsBIVtWSJ05AKjdkGqb0hKyHaLWBVBP_RC8OwGojicuwEK3XTAaA,Nagad are getting bad day by day. Customer service is not good at all.Often they didn't answer properly. Sometimes it gives some offers with Cashback but in most cases it does not work. I have faced this problem several times.,1,87,1.1.100.09,2025-12-16 22:48:45,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2025-12-24 15:56:36,1.1.100.09
15,15,e0434ba7-13ec-4764-bdcd-919e6b17fd7c,Munsur,https://play-lh.googleusercontent.com/a/ACg8ocJkV2Nis5nu5EPuXQRBZyhxbpC3gvCKwAVuogmJTTfNSdEoHA=mo,"Subject: Request to Add Loan & Savings Options in Mobile Banking Dear Sir/Madam, Loan & Savings are two very important and frequently used features for mobile banking users in Bangladesh. Many customers, including myself, would greatly benefit if these three options are added/shown directly on the main screen or in the primary menu of the app. Therefore, I kindly and earnestly request you to please include these two essent",5,650,1.1.98.01,2025-12-05 22:07:54,Thanks for your advice. Please keep an eye on the Nagad Facebook page to know about all kinds of updates.,2025-12-24 15:46:21,1.1.98.01
16,16,0d0e534e-14ca-47e0-9d96-51c8e4a7a87a,Md Nayon,https://play-lh.googleusercontent.com/a-/ALV-UjUjtU_fH9smoXEMstPmRMneazQAWiM6BWasMlIZ_VOT8njdM_nQ,"Here’s a short, professional example you can use (within 500 characters): > My experience with Nogad has been smooth and reliable. The app is easy to use, transactions are fast, and customer support is responsive. It has made digital payments simple and convenient for daily use.",5,253,1.1.100.09,2025-12-14 00:33:36,"Thank you for your wonderful review. We are glad to know you have liked the experience. Our commitment towards ensuring customer satisfaction will only grow stronger. Stay with Nagad to enjoy more benefits.
Deshi Nagad E Beshi Labh",2025-12-24 15:42:10,1.1.100.09
17,17,ac6fce00-76a0-4747-b9d7-7e88107c1744,Md Sajjadul Islam Rubel,https://play-lh.googleusercontent.com/a-/ALV-UjWQoawq9p7bGNDZ02dWyKBepWWnercJVmIG-xoj6oV9ybJbBjRK,"Very bad experience. Worse app for finance in Bangladesh. When come any update, we can't use it without updatig. need more data speed. Automatically logout or sign out.",1,37,1.1.100.09,2025-12-27 11:05:41,,,1.1.100.09
18,18,cf0e140c-5aeb-470a-a1a7-d52a211f6403,Md. Imran Khan,https://play-lh.googleusercontent.com/a-/ALV-UjUkR1EBCCWuCe4bvOhNKMuWbMFicOocIwEwDLtecvjfvhGakc4A,Nagad is getting worse day by day! KYC gets auto rejected and shows “limit reached” even on the first try. App keeps crashing or loading forever. Send Money fails but money gets deducted. Customer support is totally unresponsive. Please fix these serious issues ASAP!,1,157,1.1.98.01,2025-11-15 01:16:55,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2025-12-24 15:57:38,1.1.98.01
19,19,dcf89761-7d13-433e-a8f1-7eed3f87b58c,Sadik Ahmed,https://play-lh.googleusercontent.com/a-/ALV-UjUtnNd7Z0fCoZmzvtlrc7jgJjlnIUnFg_eHONUqNxrFOzcoTAoy,"Recently It's making updates on each & every month, which is very annoying. Just give a thought about the lower storage phone. Sorry to say but in that case It's not helping.",3,54,1.1.98.01,2025-11-17 12:47:53,,,1.1.98.01
20,20,89909fd7-1ff4-4aff-ba61-e1b7d1b2044f,Salahuddin Molla,https://play-lh.googleusercontent.com/a-/ALV-UjW1H_o2PziSERRC7dbd0YGT8gLrUoLYw9iFFM8XgRoBveZHddtJ,its very use full & necessary apps.we will getting lots of opportunity from nagad apps.we are contract all over the world & internaly we use money transfer all over the our country. even we can use nagad for paying maney type of billing system with nagad. so other lots of opportunity available here.thanks for nagad.,5,352,1.1.100.09,2025-12-24 15:33:02,,,1.1.100.09
21,21,677682fc-adf3-4ccb-bf22-a1372469faff,Tasnia Tisha,https://play-lh.googleusercontent.com/a/ACg8ocJ9mviPQlsM9Vy_z-ZMPpf6oiZ1fJ6pUW4PxLf1qPYZvJEXoSk=mo,"Such a useless app, it ruins my mood. It takes 100 hours to log in, and even if I tap on the OTP option it doesn’t work! Total time waste.",1,74,1.1.98.01,2025-11-17 13:28:46,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2025-12-24 15:57:48,1.1.98.01
22,22,18cceb18-5379-4125-a35a-d264ceb84382,Saiful Islam,https://play-lh.googleusercontent.com/a-/ALV-UjVqZNeIh6c8AOg8i63LU1tIuFiQgFrvk88hWbWwx1j6OHsdbhIb,"Play Protect sent me a notification saying this app spies on and steals user data. Since I haven't sideloaded the app and downloaded it from the Store, this isn't exactly filling me with assurance.",1,52,1.1.98.01,2025-11-19 19:41:58,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2025-12-24 15:58:05,1.1.98.01
23,23,aa9f3a08-4a54-4778-ad3d-3f5193e01dcf,Hasibul haque farhan,https://play-lh.googleusercontent.com/a-/ALV-UjXHH7Gw2vh5I2DO-eTh2PmURirOl_0mXM--fgdijX2d5nV18QbF,"Great app, but I would love to see a ""Favorite Numbers"" feature added — where I can save frequent contacts for faster Send Money. Also, if Send Money to favorite numbers could be free for a limited number of times per month, that would be a great benefit for users. Please consider adding this!",5,2746,1.1.84.01,2025-08-26 21:33:10,Thanks for your advice. Please keep an eye on the Nagad Facebook page to know about all kinds of updates.,2025-12-24 16:36:27,1.1.84.01
24,24,067b4955-6c18-4e98-81f7-da5341c29210,Linkon Sarker,https://play-lh.googleusercontent.com/a-/ALV-UjXYizCNtyCa1D-mwuhBa56SlBkb18HIadxqgRMrB5Pftvubao8c,"Such a terrible app! Even if I enter the correct PIN, it shows it as wrong. I have to face a lot of problems while sending money.",1,35,1.1.99.06,2025-12-06 22:33:43,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2025-12-24 15:58:21,1.1.99.06
25,25,d890714c-0dba-42da-ae9a-5d93c03847c9,Tanjeem Hasan Prangan,https://play-lh.googleusercontent.com/a-/ALV-UjVXdVfs9ynuqwmeennN4_BeHf2AtYqgWt9gAwydpHvhLDdZqdEX,Not friendly at all. So limited services offered than their competitors. Better UI and services are required to the management.,3,6,1.1.100.09,2026-01-19 18:37:44,,,1.1.100.09
26,26,da999d55-42db-42bf-a27f-96647ec234b1,Parvez Hussain,https://play-lh.googleusercontent.com/a/ACg8ocLKm5FYb08VrKHUMVK9CbYkDDXklsA1hnyFtozm_MU6Xll28w=mo,"Nagad has made digital transactions faster and simpler for everyone. I really like how smooth and instant every service is — from sending money to recharging mobile balance or paying bills. The app is easy to use, secure, and works perfectly even with a basic phone. What stands out is Nagad’s innovative approach and low service charges, which make it affordable for everyone. It’s truly a smart choice for digital payments in Bangladesh.",5,2495,1.1.93.02,2025-11-04 22:02:40,"Thank you for your wonderful review. We are glad to know you have liked the experience. Our commitment towards ensuring customer satisfaction will only grow stronger. Stay with Nagad to enjoy more benefits.
Deshi Nagad E Beshi Labh",2025-12-24 15:41:53,1.1.93.02
27,27,0e344e13-e828-4b48-b00c-586b5a5bc4ca,AH DoHaN,https://play-lh.googleusercontent.com/a-/ALV-UjXjCj4FbgCtlSE0zsEMk4kCxxtU9fUBeFdxf05wwiR7Za82gOmnLg,"First of all, this app is not as good as it should be. As a finance app this is one of the worst app in our country. They are only interested in investing their money on marketing but not on the service they are providing. They should work more and invest more on making the app user friendly. They have several lacking like login issue, server problem, helpline issue, and maintenance issue.",1,106,1.1.93.02,2025-11-14 11:27:24,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2025-12-24 15:56:29,1.1.93.02
28,28,362ae890-c1b7-4c3f-a2d1-5d6d3f0793bc,Md Riaz Uddin,https://play-lh.googleusercontent.com/a-/ALV-UjWnFjNDI-dinBoZt62qR5lXRHFwKjdDbfGFgMMoT9JNNodlyoZz,"What kind of thing is bothering me now? There is a server problem when I try to log in. I can't get a net connection. Can I use it with all this trouble?? I also saw that Google Play protect informed me that it was a harmful app. Is it a login, server problem or a network problem? Can you solve it at all? Every time I need to login to the app, I have a problem.",1,147,1.1.93.02,2025-11-14 11:30:51,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2025-12-24 15:57:04,1.1.93.02
29,29,f7639ca4-8689-4ac7-a92c-62219bc55e15,Anthea,https://play-lh.googleusercontent.com/a/ACg8ocJBuRgxnx4-v-dLB5NiOXf5u0C_EHFDILy0jRo_mECFYzkMQw=mo,The App is good and all but the fact that i can't see my transactions for the past months is really not helping. Please work on it.,4,3,1.1.100.09,2025-12-13 08:08:57,,,1.1.100.09
30,30,a0c821bb-addb-43f8-b9b5-ee86e6febb62,Pk khalid,https://play-lh.googleusercontent.com/a-/ALV-UjXWbGJYS7Uwibw4JxgGkfiCZdKDYzHKY_uht6c2W979POupDnE,"Since 2-3 months i have been faced many problems .not just me ,my friend, teacher also facing problems it says transection limit is over but I have transection limit . New month but still showing",1,24,1.1.99.06,2025-12-02 21:44:35,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2025-12-24 15:58:59,1.1.99.06
31,31,68704108-a551-4fb9-91b0-64c212abdf67,Minhazul Islam Muneem,https://play-lh.googleusercontent.com/a-/ALV-UjV2Ad1HjE-Ylw00iGvemQaTB6r-id_uMFz2cVMryp1gKToEkws,"There is no option to send money directly from Nagad to bKash. This feature would be very useful for many users. We hope Nagad will introduce this service soon.""",3,248,1.1.99.06,2025-12-14 10:25:50,,,1.1.99.06
32,32,cd09d07a-384d-4e34-9cf9-56ff19659496,Nantu Naising,https://play-lh.googleusercontent.com/a-/ALV-UjXxSx1HcTtobKZ5MR0rWk4pmkhHxMVUoyFbFm0nmnkN4VvFMbI,"I can’t open this app. I’ve deleted and reinstalled it several times, but it still doesn’t work. Please tell me what I should do!",1,24,1.1.100.09,2025-12-23 14:49:55,,,1.1.100.09
33,33,0f0ff1e7-1fbf-4132-ade3-86a6d95f631d,Hafez Abdul Halim,https://play-lh.googleusercontent.com/a-/ALV-UjV9J0Us1KFCLX0GQMOGOgTBttKvlLRXKWBxJlwWt9SP5WTGUwHe,"I want the security of Nagad to be improved. Your security system is not very good. Rocket's security system is the best. After a few days, I hear that many people from the city cannot withdraw money. The money has disappeared. They are closing the account.",1,35,1.1.98.01,2025-11-14 16:24:50,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2025-12-24 15:59:33,1.1.98.01
34,34,30408954-8fd8-46cd-b1b3-5717d3e194a2,AKS 608,https://play-lh.googleusercontent.com/a/ACg8ocJdinsaADskWm1GsxGVF6eipPv9UWBMFhfdb7Uky3_tx_676A=mo,Why this app does not work on my my device symphony g10+ ? SHOWING This app is not compatible with your device anymore,1,11,1.1.99.06,2025-12-28 12:02:22,,,1.1.99.06
35,35,ee05a951-3e6f-4b7f-8318-6c276fd2601d,Nazmul Huda Nimu,https://play-lh.googleusercontent.com/a-/ALV-UjXjGCGyblAUdL2aX0dRe7AYikOxku0NcKPCmUrsZR_gUun5tqxqfQ,"Why the Nagad app seen to be a ""Harmful"" in my device? I can't use for it. I have screen shot but I can't post it here. Solve it as soon as possible.",1,26,1.1.98.01,2025-11-17 13:59:09,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2025-12-24 15:59:53,1.1.98.01
36,36,4914ea1a-a98c-40ec-8054-84f3e92b7634,Ad Dullah,https://play-lh.googleusercontent.com/a/ACg8ocI36M6syEGAONN2JjJ2aHYiFvFyb2pW8TAO5UNsRMLPIvqp9Q=mo,"The security of this app is very weak compared to other financial apps. As a digital payment platform, it handles sensitive user data and money, so high-level security is mandatory. The authority should make sure to implement strong authentication, proper data encryption, and modern security systems to protect users from fraud and unauthorized access. User safety must be a top priority.This will increase user trust and help you gain more customers.",1,32,1.1.100.09,2026-01-12 02:50:50,,,1.1.100.09
37,37,e26c9259-686c-4439-aa01-b2838cd1c1fd,MS SABINA,https://play-lh.googleusercontent.com/a/ACg8ocLBSuFIf8cl9WclFFqdqzmAQ5on8er2iH2uSgLbT2mHpjNU=mo,"How is the rating calculated? Unless the app's rating is very low, the Play Store rating for the app and the associated bar graph show the proportional number of 1, 2, 3, 4, and 5 star reviews, which are calculated based on the quality rating from user reviews, not the lifetime average value of user reviews. This gives users more insight into the app and a better idea of ​​its current state, as apps can change over time and features are often added and removed. We show the total lifetime number",5,689,1.1.93.02,2025-11-13 15:55:47,"Thank you for your review. We are constantly working to improve the quality of services. Stay with Nagad and enjoy more benefits.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad
Deshi Nagad E Beshi Labh",2025-12-24 15:44:28,1.1.93.02
38,38,ea1b9768-37e5-4355-a2ba-43532f32f689,Md. Mehedi Hasan Mithu,https://play-lh.googleusercontent.com/a-/ALV-UjUem0k3b_Rc19QCt2vib3B1xpMfjlzDG_k4A43CacJYdkfWiR-K,"I installed the app many times, but when I get to the OTP page after entering my phone number and PIN, the keyboard doesn't show up. There's no option to even copy and paste the OTP, so I can't use the app. I've also emailed support and haven't received a solution.",1,159,1.1.84.01,2025-09-10 16:59:31,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2025-12-24 15:59:40,1.1.84.01
39,39,b944173c-e8e8-41d6-adf2-174eefd4f425,Mfshaheenvai05 Mfshaheenvai05,https://play-lh.googleusercontent.com/a/ACg8ocIMxISBRJz400oEFJc83cWb8kxLTBrOi9fFztpXAmOHrF1v=mo,"December 16, 2025 Nagad are getting bad day by day. Customer service is not good at all.Often they didn't answer properly. Sometimes it gives some offers with Cashback but in most cases it does not work. I have faced this problem several times. December 16, 2025 Nagad are getting bad day by day. Customer service is not good at all.Often they didn't answer properly. Sometimes it gives some offers with Cashback but in most cases it does not work. I have faced this problem several times.",5,27,1.1.93.02,2025-12-19 21:17:21,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2025-12-24 15:42:50,1.1.93.02
40,40,e81823e8-7f76-4d1a-b2c0-6425a2758ef6,Muhammad Shamim,https://play-lh.googleusercontent.com/a-/ALV-UjWtSNJuc5eVYxbtDGrvT5EIvV8UZAh_YygveDmk8t1112AWsZq0,"Feedback on Customer Support, Nagad customer care operators seriously need proper training regarding the Nagad app. They are unable to solve customer problems and only keep repeating the same basic instructions: uninstall the app, reinstall it, restart the phone, or put the SIM in slot 1. Beyond that, they don’t seem to have any knowledge. This is very disappointing for a service like Nagad. Please train your operators properly so they can provide real solutions instead of just giving the same r",1,126,1.1.84.01,2025-09-06 22:25:30,"Thank you for your wonderful review. We are glad to know you have liked the experience. Our commitment towards ensuring customer satisfaction will only grow stronger. Stay with Nagad to enjoy more benefits.
Deshi Nagad E Beshi Labh",2022-06-02 21:55:12,1.1.84.01
41,41,536951c9-befa-4dfc-b50e-6f4245765852,Amit Acharjya,https://play-lh.googleusercontent.com/a-/ALV-UjWaPx5a6pOancsa5HOTHVqwqMQP00Q4guEe925WNctu-rQraZEw,i do not recomend this to anyone.Nagad is a very bad mobile banking. It cannot secure your account that much...,1,9,1.1.100.09,2026-01-15 18:08:37,,,1.1.100.09
42,42,1db54df3-cab7-4c3a-bbd6-8542607dec94,Fazle Rabbi,https://play-lh.googleusercontent.com/a-/ALV-UjUQeKJboXMvmOJalpeQF-BiuRKQ_YIrIqRBqdoJO258SKeU39fE,"Wow, just what I needed a personal spy disguised as an app! Guess I didn’t sign up for a reality show about my private life. Time to hit the uninstall button and ghost this app faster than it tried to ghost my privacy.",1,17,1.1.84.01,2025-11-15 09:04:13,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2025-12-24 16:19:49,1.1.84.01
43,43,11e2298f-c5c0-4d6e-a808-8a09779be3ad,Tarek Chowdhury,https://play-lh.googleusercontent.com/a-/ALV-UjVzP9T39UKIn1frnRYO_FMq_8DvQs7UybO0oQVfxZMRGIWZU6WHJA,"Google play protect detected that Nagad tried to gain unauthorised access in message, calls etc. shame to Nagad management.",1,18,1.1.98.01,2025-11-16 22:44:07,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2025-12-24 16:07:37,1.1.98.01
44,44,a5a78da4-113a-4873-8c91-bbe5f1de02be,MD ITTEHADUL HAQUE CHOWDHURY,https://play-lh.googleusercontent.com/a-/ALV-UjVCNXUT2LLZbG50xhXmQHDTVx53qF0yoj0vMgsR1BlzTtwe-hQ,The app does nothing once a week. I have to delete it and reinstall it from the Google Play Store. Is there any solution to this problem?,3,20,1.1.98.01,2025-11-14 19:02:58,,,1.1.98.01
45,45,ba720d58-485c-4309-bc48-13eb1ab4cc0c,Robikul Islam,https://play-lh.googleusercontent.com/a-/ALV-UjWvZFRKpa7RX1WRGhmYyJmQHQ54hRyRtZIvmz_gBZ41-hdj-3Q,"app Login problem, I have to internet connect, but app says do not Internet connect, please do you work app update",3,20,1.1.100.09,2025-12-17 01:18:11,,,1.1.100.09
46,46,548ab4e4-39e1-4d31-8aef-9aa71281936d,Dp bangla Media,https://play-lh.googleusercontent.com/a-/ALV-UjVYn8XfP8Qis0QyZCkIrZaftjJGrLjGWbaTjO2X0Q0Z3oy4FC76,"Nagad is a fast, secure, and low-cost mobile banking service in Bangladesh that makes money transactions easy and user-friendly.",5,25,1.1.98.01,2025-11-19 23:11:27,"Thank you for your wonderful review. We are glad to know you have liked the experience. Our commitment towards ensuring customer satisfaction will only grow stronger. Stay with Nagad to enjoy more benefits.
Deshi Nagad E Beshi Labh",2025-12-24 16:54:00,1.1.98.01
