Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment
14,20f1e01e-623f-46d7-bb54-73b0dc163cb4,Shafin Ahammed,https://play-lh.googleusercontent.com/a-/ALV-UjUQfEy296ja6Vcp2YQ1GoWcOWU9TpFDhI03lm1UMpTEdC50iUll,"I’m really disappointed with Upay’s service. I paid my traffic fine through the app, and the amount was deducted from my balance, but the transaction status still shows “Processing.” The payment deadline is only 2 days away, and when I contacted their support, they said it would take around 5 working days to resolve the issue. This is unacceptable for an urgent payment like a traffic fine. Upay needs to improve their transaction processing speed and customer support efficiency.",1,1,,2025-11-02 20:01:08,"We're sorry to hear that you've had a negative experience with our app. Please visit the following link for detailed information on how to resolve the issue.
https://customerservice.upaybd.com/
",2025-11-03 15:35:53,,error
15,adaaacf3-3d1a-4ef2-8515-f88e9015bd93,M Kabbo,https://play-lh.googleusercontent.com/a-/ALV-UjWJLaOmI8uIPddW3gZFIRmVb3Ll-SoopQLpZuBg9rIlXtmDZslN,"Your app has many problems. Very bad experience. You don't tell us to input the one time code that you send us. I can't log in to my account using your app. I can't log in to my own account on your app. Very, very bad experience. And your app is very bad.",1,0,,2026-01-27 02:04:05,"We're sorry to hear that you've had a negative experience with our app. Kindly let us know, what issue you are facing? Your feedback is valuable to us, and we're committed to improving our services. If you have any specific issues or suggestions for improvement, please feel free to share them with us so we can address them promptly.",2026-02-01 13:42:14,,error
16,5e65d5b4-4c90-4af0-9a35-a716b8c63d1e,sobuj Hossain,https://play-lh.googleusercontent.com/a-/ALV-UjW_CapHkn9RSe4USIA0bEAjh4ZsHREOLtqrd114LlBrIS8C2yE,"The world is changing with time, moving from development to further development. Going from one place to another very fast. Money is being transacted in a few seconds without any kind of person! One such app is upay. It has very low transaction charges. Cash out charge using upay app is only 14 taka. That is, it will cost only 14 taka to withdraw 1000 taka. Everyone can use upay app for easy transactions and low cost money transactions.",5,85,,2022-12-27 19:50:18,"Dear user, thanks for such a detailed review. Your feedback is valuable to us. We will definitely forward your feedback to the concerned department and take corrective action. Our goal is always to give you the best possible experience. Thanks for being with us. 🙂",2022-12-27 20:04:47,,error
17,a498c3a2-e10b-4a29-a0b2-0600cefd22c5,MD. IFTEKHAR RAHMAN,https://play-lh.googleusercontent.com/a-/ALV-UjWbiyRmDOGOy1FkzjG6t2n_QkbiSUiU8hLslNgZU2vS-EwDP-Y,"When I dial to *268# that time i easily login to check my balance with correct password but when i just try to login in the UPAY apps with the same password its all time shows that your number and password is not matched. This is so much embarrassing. All things are correct but the apps shows number and password are not match. Please solve this issue. Otherwis, I will totally boycott this UPAY apps. Hope that, your team will fix this problem. I am suffering this problem from last few weeks.",1,10,,2024-09-19 17:35:42,We're genuinely sorry to hear that. We are requesting you to call upay helpline to resolve the issue. upay helpline numbers are 16268 and 09610-916268.,2024-09-23 17:32:20,,error
18,1623a8c3-117c-454d-a1f6-f84f7c402ba1,Ahasan Habib,https://play-lh.googleusercontent.com/a-/ALV-UjXDCNWvQt2u5X5A1yPVq_Plk_qECX2upr4t8GkQsMAeIiZX_Ad_,"Horrible experience. 1. Took a day for me to register in the App (didn’t get the bonus promised). 2. Can't add money from my VISA card. The app is repeatedly showing that ""your session has expired, please try again"". Informed the customer care but they didn’t bother addressing the issues even after 7 days. 3. Can't link my credit card as it shows that 'wrong customer'. Extremely poor compared to its competitors. Good Luck!",1,3262,1.4.1,2021-08-13 11:40:08,Dear Ahasan Habib! This is not the experience we would like you to have. We request you to share the details with us through our livechat service: https://customerservice.upaybd.com. We will take it in high priority and will be there to assist you. Thank you for your patience.,2022-06-11 16:32:05,1.4.1,error
19,fc24034a-3edd-4cc4-bf83-3a93e03c604a,MD ARMAN BIN JAMAN,https://play-lh.googleusercontent.com/a-/ALV-UjXLeFd80uVxxJwo-VYZiuqte7BFbFNjgcehHFAQ9qQi7B-bYzQuXA,"🤬Extremely Disappointed with UPay Service!😤 I attempted to load 430 BDT from my Upay account to my Upay prepaid card, but to my utter frustration, the entire amount was deducted without being credited to my card. Despite immediately filing a complaint, the response I received was nothing but a generic message stating that it would take ""a long time"" to resolve the issue. This is completely unacceptable! How can a financial service provider fail to ensure a simple transaction? If it takes",1,18,,2025-03-15 18:13:32,We're genuinely sorry for your experience & we appreciate you bringing this matter to our attention. We request you to share the complaint details with us through our livechat service: https://customerservice.upaybd.com. We will take it in high priority and will be there to assist you.,2025-03-17 11:51:34,,error
20,2bdf472b-c921-49f8-8fd9-0ee10cfe1f59,Arafat,https://play-lh.googleusercontent.com/a/ACg8ocJ1UQ4-1RcYDPhMZNwysaRXVexyOB2dY533Mhkoq9DV20G63ng=mo,"Worst app. Despite trying probably 100 times, I couldn’t register. It keeps saying ""NID verification failed"", while on the very same day I registered with this NID other 3 accounts. This speaks volume that this app is faulty. It wasted my time and made me go through hassles for an entire day without bearing any fruit. I don't think they will be able to cope with other competitors with such poor service.",1,820,1.4.1,2021-09-18 20:35:55,"Hello sir, we apologize for the difficulties you experienced while registering with us. You can instantly activate your account using upay app. Kindly follow the steps through this link https://www.facebook.com/watch/?v=755203575359911 . Hopefully, your problem will be solved. Please call 16268 for assistance. Thank you so much for staying with us.",2022-01-28 22:52:50,1.4.1,error
21,83e0d3af-bbbe-4ff6-aa19-e90d5f313dc9,Rubel Robiul,https://play-lh.googleusercontent.com/a-/ALV-UjXVz3NDTgaxvlRV2-N12g6KWPyK8Ai9oOT248FF_zRyzCF_RJK5,"People want to verify the account easily but you have to face many problems from your system. For example, when you open an account, the picture is not clear, OTP does not come, which is annoying. So solve the problem of application before not offering so much, otherwise it will be difficult to get customers in the competitive market, thank you.",3,14,,2021-05-08 18:57:36,"We apologize for the difficulties you experienced while registering with us. If you would like some assistance or additional information, please contact us via +8809612316268 and we will be happy to help you further.",2021-05-08 22:54:33,,error
22,737bcd51-5195-40b6-bf1c-6789219ac13b,MD AL AMIN HOSSAIN,https://play-lh.googleusercontent.com/a-/ALV-UjUMq6m4hjo-o6vXDoaNxPLfEN5SRMkbCWs11idFlnaP4VpxUqs,Very bad experience. I opened an account but I can't reply for a credit card. it keeps saying that it doesn't take NID information. information was not found. even though everything is fine with me I have talked to support many times they say it will be fixed make me wait I feel bad while waiting it gives showing network error very bad experience. I am still waiting I don't know when it will be fixed or if it will be fixed at all.,1,8,,2025-02-23 18:50:12,We're genuinely sorry to hear that. Registration may be delayed due to technical reasons. We apologize for the temporary inconvenience.,2025-02-24 12:22:51,,error
23,a6360fc3-d433-440b-bb0f-727980d7b59a,Farhan Bin Rafiq,https://play-lh.googleusercontent.com/a-/ALV-UjWEQ1Otul5Xt30DaKdpO2B-D68blJs-8-DliSJVgKdjKUigUOdbNw,The registration method is acutely a worst I'd say. Because for taking a picture why do someone need to blink their eyes? And the software doesn't recognize the blinking easily or fast. Also the pictures it able to capture will you can easily use for meme templates. Hilarious pictures. Please add a button where we can press to take the picture. Or else I'm not gonna register. Thanks,1,546,1.0.0,2021-04-22 18:46:38,"Hello Sir, We are really sorry for the inconvenience. As we are trying to ensure the security it is necessary that only an original person is registering for our service. Therefore we have this feature enabled. Yet. we appreciate your valuable feedback that will help us to enhance our service.",2021-04-22 19:22:51,1.0.0,error
24,6971e1d6-b663-443c-a8c2-01d4f9652a81,Jahidul islam,https://play-lh.googleusercontent.com/a-/ALV-UjWgFgHdLw2iXw_Jft7KGYiklM2P8uPl0JCmW9Q51aKww3DBBfyB,"--- I had a terrible experience with Upay! My last 100$ USD exchanges have been stuck, and there’s been no resolution from their end. The money has already been deducted from my Payoneer account, but it hasn't appeared in my Upay account. When I contacted support, they told me it would take 3 to 7 working days. If They take Money from Payoneer They should fixed within 24 hour! 3-7Days is too long process. I'm not happy with that!!!!!!",1,15,2.11.1,2024-08-01 18:55:49,"We're genuinely sorry for your experience & we appreciate you bringing this matter to our attention. We request you to share the complaint details with us through our livechat service: https://customerservice.upaybd.com.

We will take it in high priority and will be there to assist you.",2024-08-01 23:15:24,2.11.1,error
25,5064ae44-774c-4aa6-8416-b3b19c2fc9d4,Shovon Karmaker,https://play-lh.googleusercontent.com/a-/ALV-UjXlpNmB-vcuElaPB1v7tTLvgfZbr8Vp-YeHcTKYseAaWdiR3WFCKQ,I was doing UCB credit card bill payment and suddenly the app crashed. I didn’t expected that. Then I had to pay another bill the apps crashed again. Although the Add Money feature works smoothly but in the bill payment there is a crash issue. Please identify the issur and fix that. Thanks and Keep up the good work.,3,19,2.12.3,2024-10-22 22:21:31,"We're genuinely sorry to hear that. We are requesting you to call upay helpline to resolve the issue. upay helpline numbers are 16268 and 09610-916268. Additionally, you can message us on our Facebook page at (m.me/upaybangladesh) for more details.",2024-10-27 18:31:59,2.12.3,error
26,2283d06b-aed6-49ec-a180-0a7723b3c1c6,R1FAAT,https://play-lh.googleusercontent.com/a-/ALV-UjX7dDVIsGykeVk7U_QDH-wN0P8zSg_PtSPHJnR_I-a8KCRyBDFB,"Yeap, Great app. I can't even register a new account. It keeps saying ""Due to technical reasons, registration may be delayed."" I have been trying to register a new account for 3 freaking days. It's been 3 days, and they still can't fix their ""Technical Reasons"". LoL.",1,4,2.12.3,2025-02-02 12:16:43,We're genuinely sorry to hear that. Registration may be delayed due to technical reasons. We apologize for the temporary inconvenience.,2025-02-05 13:12:27,2.12.3,error
27,dbd74492-5b17-45e1-bd78-05ab76895b76,STIC Est.,https://play-lh.googleusercontent.com/a/ACg8ocLPnWTtk9UVFF0nqz9TEotATzVQ8zqXvoqSAAkTVTv597-D1w=mo,Upay is the most underrated banking app in Bangladesh. Its customer service is the best. You can open an account from home easily. It offers Visa card without any Bank. However one thing is insufficient which is the number of agents. I hardly find any Upay agent in my village area and around here. If there isn't any agents then the local desi people can't open Upay. Upay deserves more customer. 👏,5,91,2.12.3,2025-01-19 10:53:02,"Thank you so much for taking the time to share your positive experience with us! We truly value your feedback and appreciate your support. If you ever have any questions or need assistance in the future, please don't hesitate to reach out. We're always here to help.",2025-01-19 18:07:37,2.12.3,error
28,3e4288f4-95ed-413d-ae12-6f16126edbc2,muhammd ullah nayem,https://play-lh.googleusercontent.com/a-/ALV-UjUkEjCg8uQU8vZh0tE9xrNp0tViuTXGIrEvFKOKAlwJm7sSCOy1,Good on the app 💚💚💚💚 The app needs a little more version Hopefully the version will come soon. Such links are not being linked to the account Bolche network problem Can't change profile picture Sometimes the app says error The biometric option is not turned on in the app Agent location in the vicinity is not visible No agents were found nearby It would be nice to see information about the church The speed of the heart,5,84,1.0.0-beta.9,2021-03-17 15:54:28,"Hello sir, Thank you for your valuable suggestion. We will surely try to add your desired service to the 'উপায়' system as soon as possible. Thank you.",2021-03-18 15:10:07,1.0.0-beta.9,error
29,7d298d04-fcff-474a-9a6f-d4d7ff5905ce,Azizul Hoque,https://play-lh.googleusercontent.com/a-/ALV-UjXfm59u5D20NeOvltj8SOTwoO4DBwniyKwzlMmseZIVvXSZ1XXC,"It gives the worst experience to the MNP users. I have contacted the representatives several times from several platforms. But still now there's no solution! I've followed all the methods i.e. waiting for month after month, sending messages from the messenger, commenting on the FB page, calling 16268 several times. But no solution 😞!!!",1,29,,2022-01-28 22:49:43,"Hello sir, we are extremely sorry that you had faced this problem. MNP problem is solved now. I was just checking some of our honorable customer reviews & saw your experience. Such an experience is never desirable. I request you to check your app & let us know through ( https://customerservice.upaybd.com ) if you still face the problem! Thank you.",2022-01-30 11:29:05,,error
30,67a2be96-c59b-4e2b-8068-6d5b086be7aa,Parvez Hussain,https://play-lh.googleusercontent.com/a/ACg8ocLKm5FYb08VrKHUMVK9CbYkDDXklsA1hnyFtozm_MU6Xll28w=mo,"Upay is an impressive mobile financial service with a modern, user-friendly app and a variety of useful features. I love its clean design and how effortlessly I can make payments, send money, or recharge my phone. Upay’s offers and cashback deals make it even more exciting to use. It’s reliable, fast, and always improving — a great choice for anyone looking for a smooth digital payment experience.",5,6,,2025-11-04 22:03:55,"Thank you for taking the time to provide us with your feedback. Your suggestions are invaluable to us, and we'll certainly take them into consideration & will forward to our concern team. If you have any further thoughts or suggestions, please feel free to share them with us. We appreciate your support!",2025-11-05 16:39:19,,error
31,2bd6cdcc-2f96-4948-8539-f9b1be0e4712,Anick Ch.Kuri,https://play-lh.googleusercontent.com/a-/ALV-UjXCBZcmnV_Z7fdxVHDMnnpsxeZzi5DcrZfB9fAtt2roBZPrTo7Y,"If there would have possibilities of fund transfer to other bank account and visa card that would be nice. Thus there would have more upay users and it would be more popular. If there were an option of openning online full loaded savings account and paperless banking facilities with less service charge, this uniq feature would benefit the app growth robustly too. Thank you.",3,147,2.4.2,2022-11-21 23:30:27,"Assalamualaikum Sir, we are continuously working to bring new features to make our customer's life easier & convenient. Hopefully, you will enjoy our features near future.",2022-11-24 08:29:30,2.4.2,error
32,002e007f-b4a0-43f9-ae8c-48a59d704032,SIFAYET HASAN,https://play-lh.googleusercontent.com/a-/ALV-UjUC3F_3yeAHGLc_28NfJhsNYUYYoJJ4W316aq7SqP7_SXyL1WVg-g,"I give one star. Because this is an one of the baddest app. There is a problem on registration process. I can't registered my self registration. In that case, the app notify me as Network Error. But i have wifi and 4G connected network. So I think the app developer should need work to solve this problem. When this problem have been solve i will give you five star. So do it quickly 🙂",1,431,1.0.0,2021-05-01 13:10:36,"Hello Sir,
We are sorry for the inconvenience caused.It was a technical issue which is solved now. Requesting you to try again and let us know your feedback.
Thank you.",2021-05-04 13:33:32,1.0.0,error
33,79c9437b-c5f1-4c5f-a2ff-3ada30d05080,Opu Hossain,https://play-lh.googleusercontent.com/a-/ALV-UjUu5-W_itnNB3MdPS_B6SK1c2FI7Y4-ZCeUBXpZTreFiNodD8UI,"upay is good, and its the only MFS platform that provides dua currency card. but the problem is upay is not as much ar available like bkash and nagad. from where i am, in this full area, i found only 2 upay agent shop. compared to that bkash have 150+ agent shops. and thoes 2 upay agent doesn't do cash in and cash out either, if upay can fix this, upay will be better compared to bkash and nagad ...",4,0,2.13.3,2025-11-06 11:39:39,We're genuinely sorry to hear that. We are requesting you to message us your detailed area information on our Facebook page at (m.me/upaybangladesh) so that we can share the nearest agent locations with you.,2025-11-06 18:52:02,2.13.3,error
34,e8c6076b-8563-48b4-9ff5-ec91063f5d00,Omar Faruk Shihab,https://play-lh.googleusercontent.com/a-/ALV-UjVpZGJIU8xl5XvNjkhDBZNMm4YgDi_xTwwqVQOIApHxwfgBAXv1Pw,Totally a garbage app!! It’s another time I had bad experience with UPAY. Just now I installed the app through my Wi-Fi after opeing it showing the message of “No Internet Connection” If there’s any internet issue of mine how I've installed the app through play store? Even I tried with my Mobile Data and it showing up the same internet connection issue further. Please fix this issue soon.,1,193,2.2.2,2022-09-08 22:42:13,Assalamualaikum Omar Faruk Shihab! This is not the experience we would like you to have. We request you to share the details with us through our livechat service: https://customerservice.upaybd.com. We will take it in high priority and will be there to assist you. Thank you for your patience.,2022-09-11 14:01:17,2.2.2,error
35,f1cfcb31-282a-4538-ba83-3a744c5f8b8a,Jhuton Chandra,https://play-lh.googleusercontent.com/a-/ALV-UjUOGfsghZEygslCa1UuvG9fE3J8iIq7kvAexYOe8dhfETyVgaZFrw,"This is bad, I think the registration process should be better, The picture on the ID card doesn't look right, it is difficult to take a picture to set the photo, I have installed the app on two mobiles, But has not been able to register yet. So I uninstalled the apps,",1,240,1.0.0,2021-04-30 11:09:34,"Hello Jhuton Chandra Sir,
Please let us know the issue that you face while using the app at http://m.me/upaybangladesh.
Thank You
",2021-06-09 18:20:54,1.0.0,error
36,960ddb4c-2ebf-4bed-aa89-26b011da4929,Md. Juwel Miah,https://play-lh.googleusercontent.com/a/ACg8ocLajhhT_LLZZm35ytspM-_oOIIObN4RhxY-Op8SHDE2zlzdHA=mo,"I linked my Payoneer account to Upay and withdrew some dollars. The withdrawal showed as successful, and the amount was deducted from my Payoneer account. However, I still haven’t received the funds in my Upay account. This is very frustrating and disappointing. Please resolve this issue immediately!",1,76,2.12.9,2025-07-31 14:17:26,We're genuinely sorry for your experience & we appreciate you bringing this matter to our attention. We request you to share the complaint details with us through our livechat service: https://customerservice.upaybd.com. We will take it in high priority and will be there to assist you.,2025-08-03 11:44:18,2.12.9,error
37,d29ff3f3-eb94-4d7b-831b-521aea4630b0,Ehesan Quraishi,https://play-lh.googleusercontent.com/a-/ALV-UjWkU2Et6uXZCg1O_0lSAB52RzIiaGLucc7lEBWi7LEi5V1iTYlB,"Useless app. I can't link Upay with my UCBL account. When I tried to link my UCBL account, it shows error - 'Due to some error card can't be added.' I tried to connect my accounts with Upay but they are giving 'card' error... how funny!! This app is the work of novice developers. A leading bank like UCBL shouldn’t have hired them.",1,89,1.3.1,2021-06-28 09:42:49,"Hello Sir, we highly regret the inconvenience. To provide enhanced experience, “উপায়” is founded to become a companion that makes life more secure and comfortable, while availing financial services. Shoot us a message sharing the following issue at http://m.me/upaybangladesh or call 16268 with relevant details. Our team will assist you. Thanks.
",2021-07-11 11:18:06,1.3.1,error
38,e772f16c-5717-449e-8d35-f7d023f5f063,MD. ADNAN AREFIN RATUL,https://play-lh.googleusercontent.com/a-/ALV-UjU0hsD5aeTNEVOvZ0gOGJ9ez0aHZo5md2PDtOjmmAidGDgIMzcn,"Awesome! UI & UX are gorgeous. Best of luck to the developers. I really feel great to have those mobile banking facilities provided by Upay. Thanks to UCBL bank. The transaction, lowest cashout charge , advance features ( request money, can send taka.poysha , islamik ,pay bill etc ) , upay chaka points and many more are remarkable 👏.",5,7,,2023-08-04 17:17:24,"Assalamualaikum sir, we are really glad that you like our product. Your support and voice are very important to us. Our goal is always to give you the best possible experience. Thank you for being with us.
",2023-08-04 23:55:15,,error
39,00379616-e397-4f01-b4e9-b033ea9e0660,Sadi,https://play-lh.googleusercontent.com/a-/ALV-UjX9W-I44xU8WZCA61zaGiFSpZAl89O5oHVa_KgFIrSlr5S3m7o,"UPDATE! when i am trying to remove ucb account its redirecting to card adding page instead of deleting the account! Design is outstanding. thumbs up! I think it will be more convenient than previous UPay app. but need more feature like account information update by user, specillay the profile picture. I thought previous upay account will automatically add in this newborn baby app, but it literally disappoint me that I need to open account again. Best of luck!",3,77,1.0.0-beta.9,2021-03-17 15:25:44,"Hi Sadi Bhai,

Thank you for your observation. We will definitely update the app further to give you the best possible experience.",2021-03-17 12:11:57,1.0.0-beta.9,error
40,07f16cca-75f1-4e01-80b0-77d454c3e7e0,Does Baby,https://play-lh.googleusercontent.com/a/ACg8ocKM_uHN3SNpW4I1sym5lxQde_bc_7c6_Px6W761-MzU6rBJBA=mo,"There is a big problem with the app. There is a lot of trouble during registration and registration is not happening. When you have a good camera, when you take a picture with an NID card, the picture becomes blurred, you are asked to take a picture again and again. After many attempts, the registration was not done. Please fix the problem.",1,12,,2021-09-01 12:30:33,"Hello sir, we apologize for the difficulties you experienced while registering with us. You can instantly activate your account using upay app. Kindly follow the steps through this link https://www.facebook.com/watch/?v=755203575359911 . Hopefully, your problem will be solved. Please call 16268 for assistance. Thank you so much for staying with us.",2022-01-28 23:24:10,,error
